"","Marca","Submarca","Versión","Modelo","Trans.","Comb.","Cilindros","Potencia..HP.","Tamaño..L.","Categoría","R..Ciudad..km.l.","R..Carr...km.l.","R..Comb...km.l.","R..Ajust...km.l.","CO2.g.km.","NOx..g.1000km.","Calificación.Gas.Ef..Inv.","Calificación.Contam..Aire"
"1067","PORSCHE","CAYMAN","COUPE 2PTS 2.7L 6CIL 275HP PDK",2015,"PDK","Gasolina",6,275,2.7,"AUTOS DE LUJO",11.9,18.9,14.28,10.71,218,15,6,"8"
"1068","NISSAN","ALTIMA","4PTS 3.5L 6CIL 270HP AUT (CVT)",2016,"CVT","Gasolina",6,270,3.5,"AUTOS DE LUJO",11.9,18.4,15.54,11.66,200,23,7,"7"
"1069","NISSAN","ALTIMA","4PTS 3.5L 6CIL 270HP AUT (CVT)",2016,"CVT","Gasolina",6,270,3.5,"AUTOS DE LUJO",11.9,18.4,15.54,11.66,200,23,7,"7"
"1070","NISSAN","ALTIMA","4PTS 3.5L 6CIL 270HP CVT",2017,"CVT","Gasolina",6,270,3.5,"AUTOS DE LUJO",11.9,18.4,14.15,10.61,220,23,6,"7"
"1071","PORSCHE","CAYMAN","COUPE 2PTAS 2.7L 6CIL 275HP PDK",2017,"PDK","Gasolina",6,275,2.7,"AUTOS DE LUJO",11.9,18.9,14.28,10.71,218,15,6,"8"
"1072","AUDI","A4","4PTS 1.8L 4CIL 160HP MULTITRONIC TURBO FSI",2011,"MULTITRONIC","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.84,20.12,14.53,10.9,214,15,6,"8"
"1073","AUDI","A4","4PTS 1.8L 4CIL 160HP MULTITRONIC FRONT FSI TURBO",2012,"MULTITRONIC","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.84,20.12,14.53,10.9,214,15,6,"8"
"1074","HYUNDAI","SONATA","SPORT 4PTAS 2.0L 4CIL 245HP AUT TURBO",2016,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.79,18.74,14.15,10.61,220,20,6,"7"
"1075","HYUNDAI","SONATA","SPORT 4PTAS 2.0L 4CIL 245HP TURBO AUT",2017,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.79,18.74,14.15,10.61,220,20,6,"7"
"1076","BMW","328i","SEDAN 4PTS 2.0L 4CIL 245HP MAN TURBO",2012,"MAN","Gasolina",4,245,2,"AUTOS DE LUJO",11.76,19.23,15.65,11.73,199,13,7,"8"
"1077","VOLVO","V40","CROSS COUNTRY AWD 2.0L 4CIL 190HP AUT TURBO",2016,"AUT","Gasolina",4,190,2,"AUTOS DE LUJO",11.76,19.23,14.25,10.69,218,22,6,"7"
"1078","VOLVO","V40","CROSS COUNTRY AWD 2.0L 4CIL 245HP AUT TURBO",2016,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.76,19.23,14.25,10.69,218,22,6,"7"
"1079","CHRYSLER","200","4PTAS 2.4L 4CIL 184HP AUT",2016,"AUT","Gasolina",4,184,2.4,"AUTOS DE LUJO",11.76,20.46,14.54,10.91,214,12,6,"9"
"1080","AUDI","A5","3PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2016,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1081","AUDI","A5","CABRIO 2PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2016,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1082","AUDI","A5","SPORTBACK 5PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2016,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1083","PORSCHE","CAYMAN","COUPE GTS 2PTAS 3.4L 6CIL 340HP MAN",2016,"MAN","Gasolina",6,340,3.4,"AUTOS DE LUJO",11.7,17.8,13.83,10.38,225,9,6,"9"
"1084","AUDI","A5","3PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2017,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1085","AUDI","A5","CABRIO 2PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2017,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1086","AUDI","A5","SPORTBACK 5PTAS 2.0L 4CIL 230HP MULTITRONIC FSI TURBO",2017,"MULTIT","Gasolina",4,230,2,"AUTOS DE LUJO",11.7,17.5,13.75,10.31,226,15,6,"8"
"1087","AUDI","TT","COUPE 3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO FSI TURBO",2017,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11.7,17.1,13.64,10.23,228,18,6,"8"
"1088","PORSCHE","CAYMAN","COUPE GTS 2PTAS 3.4L 6CIL 340HP MAN",2017,"MAN","Gasolina",6,340,3.4,"AUTOS DE LUJO",11.7,17.8,13.83,10.38,225,9,6,"9"
"1089","AUDI","TT","COUPE 3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO FSI TURBO",2016,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11.7,17.1,13.64,10.23,228,18,6,"8"
"1090","LINCOLN","MKZ","4PTS 2.0L 4CIL 240HP AUT",2016,"AUT","Gasolina",4,240,2,"AUTOS DE LUJO",11.67,18.68,14.04,10.53,221,24,6,"7"
"1091","LINCOLN","MKZ","4PTAS 2.0L 4CIL 240HP AUT TURBO",2017,"AUT","Gasolina",4,240,2,"AUTOS DE LUJO",11.67,18.68,14.04,10.53,221,24,6,"7"
"1092","BMW","520iA","SEDAN 4PTS 2.0L 4CIL 184HP AUT TURBO",2016,"AUT","Gasolina",4,184,2,"AUTOS DE LUJO",11.63,19.61,15.63,11.72,199,32,7,"6"
"1093","BMW","528iA","SEDAN 4PTS 2.0L 4CIL 245HP AUT TURBO",2016,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.63,18.87,15.45,11.59,201,42,7,"6"
"1094","VOLVO","V60","AWD 5PTAS 2.0L 4CIL 190HP AUT TURBO",2016,"AUT","Gasolina",4,190,2,"AUTOS DE LUJO",11.62,20.4,14.41,10.81,216,30,6,"6"
"1095","PORSCHE","CAYMAN","2PTS 2.7L 6CIL 275HP MAN",2016,"MAN","Gasolina",6,275,2.7,"AUTOS DE LUJO",11.6,18.4,13.91,10.44,223,9,6,"9"
"1096","BMW","340iA","SEDAN 4PTAS 3.0L 6CIL 326HP TURBO AUT",2017,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11.6,18.9,15.43,11.58,201,36,7,"6"
"1097","AUDI","A4","4PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO",2013,"MULTITRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.57,20.01,14.28,10.71,218,35,6,"6"
"1098","AUDI","A4","4PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO",2013,"STRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.57,20.01,14.28,10.71,218,35,6,"6"
"1099","AUDI","A4","4PTS 1.8L 4CIL 160HP MAN TURBO FSI",2011,"MAN","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.54,21.19,14.51,10.88,214,17,6,"8"
"1100","AUDI","A4","4PTS 1.8L 4CIL 160HP MAN FRONT FSI TURBO",2012,"MAN","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.54,21.19,14.51,10.88,214,17,6,"8"
"1101","CADILLAC","CTS","LUXURY 4PTAS 2L 4CIL 272HP AUT",2018,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.52,18.62,13.91,10.43,224,5,6,"9"
"1102","CADILLAC","CTS","SEDAN RWD 4PTS 2.0L 4CIL 272HP AUT",2016,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.52,18.51,13.88,10.41,224,10,6,"9"
"1103","CADILLAC","CTS","SEDAN RWD 4PTAS 2.0L 4CIL 272HP AUT TURBO",2017,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.52,18.51,13.88,10.41,224,10,6,"9"
"1104","HONDA","ACCORD","EX SEDAN 4PTS 2.4L 4CIL 191HP AUT",2011,"AUT","Gasolina",4,191,2.4,"AUTOS DE LUJO",11.5,19.5,14.1,10.58,220,12,6,"9"
"1105","ACURA","TL","4PTS 3.5L 6CIL 280HP AUT",2011,"AUT","Gasolina",6,280,3.5,"AUTOS DE LUJO",11.5,17.1,14.88,11.16,209,17,7,"?"
"1106","HONDA","ACCORD","EX L SEDAN 4PTS 2.4L 4CIL 191HP AUT",2012,"AUT","Gasolina",4,191,2.4,"AUTOS DE LUJO",11.5,19.5,14.1,10.58,220,12,6,"9"
"1107","PORSCHE","CAYMAN","COUPE 2PTS 2.7L 6CIL 275HP MAN",2015,"MAN","Gasolina",6,275,2.7,"AUTOS DE LUJO",11.5,18.2,13.78,10.34,226,9,6,"9"
"1108","VW","PASSAT","4PTS 2.5L 5CIL 170HP TIP",2015,"TIPTRONIC","Gasolina",5,170,2.5,"AUTOS DE LUJO",11.5,19.9,14.2,10.65,219,3,6,"9"
"1109","BMW","740iA","SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO",2016,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11.5,19.7,14.15,10.61,220,36,6,"6"
"1110","AUDI","A7","SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC FSI FRONT TURBO",2016,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.5,16.7,13.37,10.03,232,31,6,"6"
"1111","AUDI","A7","SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO",2016,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.5,16.7,13.37,10.03,232,31,6,"6"
"1112","VW","PASSAT","NUEVO 4PTAS 2.5L 5CIL 170HP TIP",2016,"TIPT","Gasolina",5,170,2.5,"AUTOS DE LUJO",11.5,19.9,14.2,10.65,219,3,6,"9"
"1113","AUDI","A7","SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC FSI FRONT TURBO",2017,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.5,16.7,13.37,10.03,232,31,6,"6"
"1114","AUDI","A7","SPORTBACK 5PTAS 2.0L 4CIL 252HP STRONIC QUATTRO FSI TURBO",2017,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.5,16.7,13.37,10.03,232,31,6,"6"
"1115","PORSCHE","CAYMAN","COUPE 2PTAS 2.7L 6CIL 275HP MAN",2017,"MAN","Gasolina",6,275,2.7,"AUTOS DE LUJO",11.5,18.2,13.78,10.34,226,9,6,"9"
"1116","VW","PASSAT","NUEVO 4PTAS 2.5L 5CIL 170HP TIP",2017,"TIPT","Gasolina",5,170,2.5,"AUTOS DE LUJO",11.5,19.9,14.2,10.65,219,3,6,"9"
"1117","BMW","M4","CONVERTIBLE 2PTAS 3.0L 6CIL 431HP TURBO AUT",2017,"AUT","Gasolina",6,431,3,"AUTOS DE LUJO",11.5,14.1,13.93,10.45,223,36,6,"6"
"1118","MERCEDES","E 250","CONVERTIBLE 2PTAS 2.0L 4CIL 211HP AUT TURBO",2016,"AUT","Gasolina",4,211,2,"AUTOS DE LUJO",11.49,17.86,15.08,11.31,206,37,7,"?"
"1119","MERCEDES","GLC 250","COUPE 4PTAS 2.0L 4CIL 211HP TURBO AUT",2018,"AUT","Gasolina",4,211,2,"AUTOS DE LUJO",11.49,15.38,14.36,10.77,216,19,6,"?"
"1120","BMW","428iA","CONVERTIBLE 2PTS 2.0L 4CIL 245HP AUT TURBO",2016,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.49,18.18,15.16,11.37,205,32,7,"6"
"1121","VOLVO","S60","FWD 4PTAS 2.0L 4CIL 245HP AUT TURBO",2016,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.49,19.6,14.12,10.59,220,23,6,"7"
"1122","ACURA","TSX","4PTS 2.4L 4CIL 204HP AUT",2011,"AUT","Gasolina",4,204,2.4,"AUTOS DE LUJO",11.4,18.3,13.73,10.3,226,11,6,"9"
"1123","ACURA","TSX","4PTS 2.4L 4CIL 204HP AUT",2012,"AUT","Gasolina",4,204,2.4,"AUTOS DE LUJO",11.4,18.3,15.12,11.34,206,11,7,"9"
"1124","ACURA","TSX","2WD 4PTS 2.4L 4CIL 204HP AUT",2013,"AUT","Gasolina",4,204,2.4,"AUTOS DE LUJO",11.4,18.3,13.73,10.3,226,11,6,"9"
"1125","ACURA","TSX","4PTS 2.4L 4CIL 204HP AUT",2014,"AUT","Gasolina",4,204,2.4,"AUTOS DE LUJO",11.4,18.2,13.7,10.28,227,11,6,"9"
"1126","BMW","440iA","COUPE 2PTAS 3.0L 6CIL 326HP TURBO AUT",2017,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11.4,19.9,15.51,11.63,200,15,7,"8"
"1127","TOYOTA","CAMRY","4PTS 3.5L 6CIL 268HP AUT",2012,"AUT","Gasolina",6,268,3.5,"AUTOS DE LUJO",11.3,17.8,13.52,10.14,230,12,6,"9"
"1128","TOYOTA","CAMRY","4PTS 3.5L 6CIL 268HP AUT",2013,"AUT","Gasolina",6,268,3.5,"AUTOS DE LUJO",11.3,17.8,13.52,10.14,230,12,6,"9"
"1129","TOYOTA","CAMRY","4PTS 3.5L 6CIL 268HP AUT",2014,"AUT","Gasolina",6,268,3.5,"AUTOS DE LUJO",11.3,17.8,13.52,10.14,230,12,6,"9"
"1130","MERCEDES","CLA45","AMG COUPE 4PTS 2.0L 4CIL 355HP AUT TURBO",2014,"AUT","Gasolina",4,355,2,"AUTOS DE LUJO",11.3,17.2,14.75,11.07,211,33,7,"?"
"1131","AUDI","A6","4PTAS 2.0L4CIL 252HP STRONIC FSI FRONT TURBO",2016,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.3,17.4,13.42,10.06,232,39,6,"6"
"1132","AUDI","A6","4PTAS 2.0L4CIL 252HP STRONIC FSI FRONT TURBO",2017,"STRONIC","Gasolina",4,252,2,"AUTOS DE LUJO",11.3,17.4,13.42,10.06,232,39,6,"6"
"1133","PORSCHE","PANAMERA","S HYBRID 5PTS 3.0L 6CIL 333(+47)HP PDK",2013,"PDK","Gasolina",6,380,3,"AUTOS DE LUJO",11.29,14.45,13.91,10.43,224,20,6,"?"
"1134","MERCEDES","E 300","COUPE 2PTAS 2.0L 4CIL 245HP TURBO AUT",2018,"AUT","Gasolina",4,245,2,"AUTOS DE LUJO",11.24,16.95,14.64,10.98,212,11,6,"9"
"1135","BMW","Z4","sDrive20iA 2PTS 2.0L 4CIL 184HP AUT TURBO",2012,"AUT","Gasolina",4,184,2,"AUTOS DE LUJO",11.23,17.85,14.87,11.15,209,17,7,"?"
"1136","MINI","COOPER","CABRIO 2PTS 1.6L 4CIL 122HP AUT",2012,"AUT","Gasolina",4,122,1.6,"AUTOS DE LUJO",11.23,18.86,15.12,11.34,206,24,7,"?"
"1137","ACURA","ILX","PREMIUM 4PTS 2.4L 4CIL 202HP MAN",2013,"MAN","Gasolina",4,202,2.4,"AUTOS DE LUJO",11.23,17.95,13.51,10.13,230,40,6,"6"
"1138","MINI","COOPER","CONVERTIBLE 3PTS 1.6L 4CIL 122HP AUT",2013,"AUT","Gasolina",4,122,1.6,"AUTOS DE LUJO",11.23,18.86,15.12,11.34,206,24,7,"?"
"1139","VW","PASSAT","CC COUPE 4PTS 3.6L 6CIL 280HP TIP FSI",2015,"TIPTRONIC","Gasolina",6,280,3.6,"AUTOS DE LUJO",11.2,21.3,14.24,10.68,218,16,6,"8"
"1140","AUDI","A5","3PS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO",2016,"STRONIC","Gasolina",4,230,2,"AUTOS DE LUJO",11.2,16.5,13.09,9.82,237,46,6,"5"
"1141","AUDI","A5","SPORTBACK 5PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO",2016,"STRONIC","Gasolina",4,230,2,"AUTOS DE LUJO",11.2,16.5,13.09,9.82,237,46,6,"5"
"1142","AUDI","A6","4PTAS 1.8L 4CIL 190HP STRONIC FSI FRONT TURBO",2016,"STRONIC","Gasolina",4,190,1.8,"AUTOS DE LUJO",11.2,15.8,12.89,9.67,241,8,5,"9"
"1143","PORSCHE","CAYMAN","COUPE GTS 2PTAS 3.4L 6CIL 340HP PDK",2016,"PDK","Gasolina",6,340,3.4,"AUTOS DE LUJO",11.2,17.3,13.31,9.98,234,6,6,"9"
"1144","VOLVO","XC60","AWD 5PTAS 2.0L 4CIL 306HP AUT TURBO",2016,"AUT","Gasolina",4,306,2,"AUTOS DE LUJO",11.2,17,13.23,9.92,235,10,6,"9"
"1145","AUDI","A5","3PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO",2017,"STRONIC","Gasolina",4,230,2,"AUTOS DE LUJO",11.2,16.5,13.09,9.82,237,46,6,"5"
"1146","AUDI","A5","SPORTBACK 5PTAS 2.0L 4CIL 230HP STRONIC QUATTRO FSI TURBO",2017,"STRONIC","Gasolina",4,230,2,"AUTOS DE LUJO",11.2,16.5,13.09,9.82,237,46,6,"5"
"1147","AUDI","A6","4PTAS 1.8L 4CIL 190HP STRONIC FSI FRONT TURBO",2017,"STRONIC","Gasolina",4,190,1.8,"AUTOS DE LUJO",11.2,15.8,12.89,9.67,241,8,5,"9"
"1148","PORSCHE","CAYMAN","COUPE GTS 2PTAS 3.4L 6CIL 340HP PDK",2017,"PDK","Gasolina",6,340,3.4,"AUTOS DE LUJO",11.2,17.3,13.31,9.98,234,6,6,"9"
"1149","BUICK","VERANO","FWD 4PTS 2.4L 4CIL 180HP AUT",2016,"AUT","Gasolina",4,180,2.4,"AUTOS DE LUJO",11.18,18.92,13.7,10.28,227,17,6,"8"
"1150","CADILLAC","ATS","4PTS 2.0L 4CIL 272HP AUT TURBO",2013,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.18,18.62,13.63,10.22,228,11,6,"9"
"1151","BUICK","VERANO","4PTS 2.4L 4CIL 180HP AUT",2014,"AUT","Gasolina",4,180,2.4,"AUTOS DE LUJO",11.18,18.92,13.7,10.28,227,19,6,"7"
"1152","BUICK","VERANO","4PTS 2.4L 4CIL 180HP AUT",2015,"AUT","Gasolina",4,180,2.4,"AUTOS DE LUJO",11.18,18.92,13.7,10.28,227,19,6,"7"
"1153","CADILLAC","ATS","4PTS 2.0L 4CIL 272HP AUT TURBO",2014,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.15,18.38,13.55,10.16,229,11,6,"9"
"1154","CADILLAC","ATS","4PTS 2.0L 4CIL 272HP AUT TURBO",2015,"AUT","Gasolina",4,272,2,"AUTOS DE LUJO",11.15,18.38,13.55,10.16,229,11,6,"9"
"1155","AUDI","A4","4PTS 2.0L 4CIL 211HP MULTITRONIC TURBO FSI",2011,"MULTITRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1156","AUDI","A4","4PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO",2011,"S TRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1157","AUDI","A5","CABRIO 2PTS 2.0L 4CIL 211HP S TRONIC TURBO FSI QUATTRO",2011,"S TRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1158","AUDI","A4","4PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO",2012,"MULTITRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1159","AUDI","A4","4X4 4PTS 2.0L 4CIL 211HP S TRONIC QUATTRO FSI TURBO",2012,"S TRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1160","AUDI","A5","4X4 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO",2012,"S TRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1161","AUDI","A5","CABRIO 2PTS 2.0L 4CIL 211HP MULTITRONIC FRONT FSI TURBO",2012,"MULTITRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1162","AUDI","A5","CABRIO 4X4 2PTS 2.0L 4CIL 211HP STRONIC QUATTRO FSI TURBO",2012,"S TRONIC","Gasolina",4,211,2,"AUTOS DE LUJO",11.11,19.23,13.72,10.29,227,17,6,"8"
"1163","AUDI","TT","COUPÉ 2PTS 1.8L 4CIL 160HP MAN TURBO",2011,"MAN","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.11,18.86,15.02,11.27,207,17,7,"?"
"1164","AUDI","TT","COUPÉ 2PTS 1.8L 4CIL 160HP MAN FRONT TURBO",2012,"MAN","Gasolina",4,160,1.8,"AUTOS DE LUJO",11.11,18.86,15.02,11.27,207,17,7,"?"
"1165","BUICK","REGAL","4PTS 2.0L 4CIL 260HP AUT TURBO",2015,"AUT","Gasolina",4,260,2,"AUTOS DE LUJO",11.1,17.9,13.39,10.04,232,7,6,"9"
"1166","VOLVO","V60","FWD 5PTS 2.5L 5CIL 254HP AUT TURBO",2016,"AUT","Gasolina",5,254,2.5,"AUTOS DE LUJO",11.1,16.5,13.02,9.76,239,10,5,"9"
"1167","PORSCHE","CAYMAN","COUPE 2PTAS 2.0L 6CIL 300HP MAN",2016,"MAN","Gasolina",6,300,2,"AUTOS DE LUJO",11.1,17,13.15,9.87,236,15,6,"8"
"1168","VOLVO","V60","CROSS COUNTRY AWD 2.5L 5CIL 254HP AUT TURBO",2016,"AUT","Gasolina",4,254,2.5,"AUTOS DE LUJO",11.1,16.5,13.02,9.76,239,10,5,"9"
"1169","PORSCHE","CAYMAN","COUPE 2PTAS 2.0L 6CIL 300HP MAN",2017,"MAN","Gasolina",6,300,2,"AUTOS DE LUJO",11.1,17,13.15,9.87,236,15,6,"8"
"1170","BUICK","REGAL","FWD 4PTS 2.0L 4CIL 260HP AUT TURBO",2016,"AUT","Gasolina",4,260,2,"AUTOS DE LUJO",11.05,17.85,13.34,10,233,7,6,"9"
"1171","BUICK","VERANO","FWD 4PTS 2.0L 4CIL 250HP AUT TURBO",2016,"AUT","Gasolina",4,250,2,"AUTOS DE LUJO",11.05,17.85,13.34,10,233,7,6,"9"
"1172","BUICK","REGAL","SEDAN 4PTAS 2.0L 4CIL 260HP AUT TURBO",2017,"AUT","Gasolina",4,260,2,"AUTOS DE LUJO",11.05,17.81,13.33,10,233,7,6,"9"
"1173","BUICK","VERANO","4PTS 2.0L 4CIL 250HP AUT",2013,"AUT","Gasolina",4,250,2,"AUTOS DE LUJO",11.05,17.86,13.34,10,233,11,6,"9"
"1174","AUDI","TTS","COUPÉ 2PTS 2.0L 4CIL 272HP STRONIC QUATTRO TURBO",2013,"STRONIC","Gasolina",4,272,2,"AUTOS DE LUJO",11.02,16.05,12.83,9.62,242,13,5,"8"
"1175","AUDI","TTS","ROADSTER 2PTS 2.0L 4CIL 272HP STRONIC QUATTRO TURBO",2013,"STRONIC","Gasolina",4,272,2,"AUTOS DE LUJO",11.02,16.05,12.83,9.62,242,13,5,"8"
"1176","AUDI","S3","SEDAN 4PTS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO",2016,"S TRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11.02,16,12.81,9.61,243,13,5,"8"
"1177","HONDA","ACCORD","LX SEDAN 4PTS 2.4L 4CIL 178HP AUT",2011,"AUT","Gasolina",4,178,2.4,"AUTOS DE LUJO",11,18.7,13.5,10.13,230,7,6,"9"
"1178","HONDA","ACCORD","LX SEDAN 4PTS 2.4L 4CIL 178HP AUT",2012,"AUT","Gasolina",4,178,2.4,"AUTOS DE LUJO",11,18.7,13.5,10.13,230,7,6,"9"
"1179","AUDI","S3","SEDÁN 4PTS 2.0L 4CIL 280HP STRONIC FSI TURBO QUATTRO",2015,"STRONIC","Gasolina",4,280,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1180","AUDI","S3","3PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO",2015,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1181","AUDI","S3","SEDAN 4PTS 2.0L 4CIL 285HP STRONIC FSI TURBO QUATTRO",2015,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1182","VW","PASSAT","4PTS 3.6L 6CIL 280HP DSG",2015,"DSG","Gasolina",6,280,3.6,"AUTOS DE LUJO",11,17.8,13.28,9.96,234,5,6,"9"
"1183","PORSCHE","CAYMAN","S 2PTS 3.4L 6CIL 325HP PDK",2016,"PDK","Gasolina",6,325,3.4,"AUTOS DE LUJO",11,17.9,13.31,9.98,234,11,6,"9"
"1184","BMW","740LiA","SEDAN 4PTAS 3.0L 6CIL 326HP AUT TURBO",2016,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11,19.7,13.73,10.3,226,36,6,"6"
"1185","AUDI","S3","3PTAS 2.0L 4CIL 280HP STRONIC QUATTRO TURBO",2016,"STRONIC","Gasolina",4,280,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1186","AUDI","S3","3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO",2016,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1187","VW","PASSAT","NUEVO 4PTAS 3.6L 6CIL 280HP DSG",2016,"DSG","Gasolina",6,280,3.6,"AUTOS DE LUJO",11,17.8,13.28,9.96,234,5,6,"9"
"1188","AUDI","S3","3PTAS 2.0L 4CIL 285HP STRONIC QUATTRO TURBO",2017,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1189","AUDI","S3","SEDAN 4PTAS 2.0L4CIL 285HP STRONIC QUATTRO",2017,"STRONIC","Gasolina",4,285,2,"AUTOS DE LUJO",11,16,12.8,9.6,243,13,5,"8"
"1190","VW","PASSAT","NUEVO 4PTAS 3.6L 6CIL 280HP DSG",2017,"DSG","Gasolina",6,280,3.6,"AUTOS DE LUJO",11,17.8,13.28,9.96,234,5,6,"9"
"1191","BMW","440iA","CONVERTIBLE 2PTAS 3.0L 6CIL 326HP TURBO AUT",2017,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11,18.2,14.77,11.08,210,15,7,"8"
"1192","BMW","440iA","COUPE 4PTAS 3.0L 6CIL 326HP TURBO AUT",2017,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11,18.2,14.77,11.08,210,15,7,"8"
"1193","BMW","740iA","SEDAN 4PTAS 3.0L 6CIL 326HP TURBO AUT",2017,"AUT","Gasolina",6,326,3,"AUTOS DE LUJO",11,19.2,15.01,11.26,207,36,7,"6"
"1194","PEUGEOT","RCZ","COUPÉ 2PTS 1.6L 4CIL 197HP MAN TURBO",2011,"MAN","Gasolina",4,197,1.6,"AUTOS DE LUJO",10.99,17.86,14.68,11.01,212,29,6,"?"
"1195","PEUGEOT","RCZ","COUPE 2PTS 1.6L 4CIL 197HP MAN TURBO",2012,"MAN","Gasolina",4,197,1.6,"AUTOS DE LUJO",10.99,17.86,14.68,11.01,212,29,6,"?"
